,Sno,Hospital Name,Hospital Type,Hospital Address,Hospital E-Mail,Hospital Contact,Specialities Empanelled,Specialities Upgraded
8,1279 ,"Vijay Hospital,Hosur, Krishnagiri TN.",                            Private (For Profit)                                              ,"                  76 R OLD BANGALORE ROAD,         KRISHNAGIRI,         TAMIL NADU                           ",vijayhospitaltpa@yahoo.com,9791938234,"                                                                            M1,M2,S8,S7,M7,S10,S11,S14,S4,S1                                                              ",                                                             NA    
9,1280 ,"ARS Hospital,Tirupur TN.",                            Private (For Profit)                                              ,"                  6/53,6TH STREET, THENNAMPALAYAM EXTENSION, PALLADAM ROAD, TIRUPUR,         TIRUPPUR,         TAMIL NADU                           ",arshospital@gmail.com,9442643723,                                                                            S5                                                              ,                                                             -NA-    
0,1281 ,"K M Nataraj Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  127 , 2 ND AGRAHARAM , SALEM,         SALEM,         TAMIL NADU                           ",surgeonbalaji@hotmail.com,9443232042,"                                                                            S12,M1,M7,S10,S11,S5,S1                                                              ",                                                             NA    
1,1282 ,"Arun Hospital,Vellore TN.",                            Private (For Profit)                                              ,"                  No.15,Thiyagarajapuram,Vellore - 632001,         VELLORE,         TAMIL NADU                           ",drarunkumarv.ortho@gmail.com,9500044444,"                                                                            M1,S7,M7,S10,S11,S8,S9,S5,S4,S2,S1                                                              ",                                                             NA    
2,1283 ,"Dr.K.M.Nallaswamy Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  93, Power House Road, Erode - 638001,         ERODE,         TAMIL NADU                           ",dryogi63@yahoo.com,9442274917,"                                                                            M1,S7,M7,S5,S1                                                              ",                                                             NA    
3,1284 ,"Maaruthi Mediccal Center And Hospitals, Erode TN.",                            Private (For Profit)                                              ,"                  564, PERUNDURAI ROAD, ERODE,         ERODE,         TAMIL NADU                           ",maaruthimedicalcenter@gmail.com,9362799990,"                                                                            M1,M2,S8,S7,M3,M7,S10,S11,M5,S15,S9,S14,S5,S4,S2,S1                                                              ",                                                             NA    
4,1285 ,"Nankam Hospital,Nilgiris TN.",                            Private (For Profit)                                              ,"                  RAJAGI NAGAR BEDFORD NEAR YWCA COONOOR. THE NILGIRIS,         THE NILGIRIS,         TAMIL NADU                           ",nankemnkc@yahoo.com,9443235084,"                                                                            M1,M2,S8,M7,S6,S10,S11,S7,S14,S5,S4,S2,S1                                                              ",                                                             NA    
5,1286 ,"Dr Loganathan Orthopaedic Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  606/A,METTUR MAIN ROAD,,         ERODE,         TAMIL NADU                           ",drloguortho@yahgoo.co.in,9842799864,                                                                            S5                                                              ,                                                             NA    
6,1287 ,"Revathi Medical Centre, Tirupur TN.",                            Private (For Profit)                                              ,"                  NO.10,VALAYANKADU MAIN ROAD,KUMAR NAGAR,AVINASHI ROAD,TIRUPPUR,         TIRUPPUR,         TAMIL NADU                           ",revathimedicalcenter@gmail.com,9842247997,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M5,S9,S14,S13,S5,S4,S2,S1                                                              ",                                                             NA    
7,1288 ,"Dr.Agarwals Eye Hospital Ltd,Salem TN.",                            Private (For Profit)                                              ,"                  19/7, NEW BUS STAND WEST ROAD,NEAR MASJID, SALEM,         SALEM,         TAMIL NADU                           ",Salem.accts@dragarwal.co.in,9445003104,                                                                            S3                                                              ,                                                             NA    
8,1289 ,"Vinyaga Mission Hospital Hi-Tech, Salem TN.",                            Private (For Profit)                                              ,"                  NH-47 SANKARI MAIN ROAD,VEERAPANDI(PO) SALEM (DT) PIN : 636308,         SALEM,         TAMIL NADU                           ",info@vinayakahospital.com,9751380917,"                                                                            M1,M2,S8,S7,S12,M7,S10,S11,M5,S9,S14,S13,S5,S4,S1                                                              ","                                                             S6,M1,M7,M2,S2,S3,S16    "
9,1290 ,"Erode Kidneys Center, Erode TN.",                            Private (For Profit)                                              ,"                  13, MUTHUKARUPPAN STREET, GANDHI NAGAR,         ERODE,         TAMIL NADU                           ",goldoferode@gmail.com,9443356434,                                                                            S7                                                              ,"                                                             S6,M1,M7,M2,S2,S3,S16    "
0,1291 ,"Erode Ortho Center,Erode TN.",                            Private (For Profit)                                              ,"                  Old No.803, New No.384 EVN Road Near Railway Station Erode-638001,         ERODE,         TAMIL NADU                           ",erodeorthocentre@gmail.com,9952427620,                                                                            S5                                                              ,                                                             NA    
1,1292 ,"Ashok Krishna Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  60A,DEVAPURAM,BHAVANI BHAVANI(TK),ERODE(DT),         ERODE,         TAMIL NADU                           ",mediashok@gmail.com,9443027819,"                                                                            M1,M2,S8,S12,M7,S7,S5,S4,S1                                                              ",                                                             NA    
2,1293 ,"Ashwini Gudalur Tribal Hospital,Nilgiris TN.",                            Private (For Profit)                                              ,"                  10/147 G2,G3 Kotharvayal, Gudalur, The Nilgiris - 643212,         THE NILGIRIS,         TAMIL NADU                           ",ashwinigudalur@gmail.com,9443605393,"                                                                            M1,M2,S8,S7,S12,M3,M7,S6,S10,S11,M5,S15,S9,S14,S5,S4,S3,S2,S1                                                              ",                                                             NA    
3,1294 ,"Pranav Hospital, Salem TN.",                            Private (For Profit)                                              ,"                  75, BRINDAVAN ROAD SALEM,         SALEM,         TAMIL NADU                           ",pranavsalem@gmail.com,9865137697,"                                                                            S12,M2,M1,M7,S7,S5,S4,S1                                                              ",                                                             NA    
4,1295 ,"LKM Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  61/1, MOSUVANNA STREET,         ERODE,         TAMIL NADU                           ",drnatesan@rediffmail.com,9842766933,                                                                            S5                                                              ,                                                             NA    
5,1296 ,"Kumarasamy,Erode TN.",                            Private (For Profit)                                              ,"                  H-137, PERIYAR NAGAR,         ERODE,         TAMIL NADU                           ",krishnaa0983@gmail.com,9842725722,                                                                            S7                                                              ,                                                             NA    
6,1297 ,"City Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  City Hospital 87, RKV Road Opp. Krishna Theatre Road Erode - 638 003,         ERODE,         TAMIL NADU                           ",erodecityhospital@gmail.com,9843025300,"                                                                            M1,M2,S8,S7,M3,M7,S10,S11,M5,S9,S5,S4,S1                                                              ",                                                             NA    
7,1298 ,"CK Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  41,BALASUBBRAYALU ST,ERODE,         ERODE,         TAMIL NADU                           ",cksaraswathierd@gmail.com,9443326515,"                                                                            M1,M2,S8,M3,M7,S10,S11,S9,S7,S5,S4,S1                                                              ",                                                             NA    
8,1299 ,"RPS Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  3/392-C, Trichy Main Road S.K.Nagar Seelanaickkenpatti Salem.,         SALEM,         TAMIL NADU                           ",rpshospital@gmail.com,9750029888,"                                                                            S12,M1,M7,S10,S11,S7,S5,S4,S2,S1                                                              ",                                                             NA    
9,1300 ,"KG Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  NO.5 GOVT ARTS COLLEGE ROAD RACE COURSE,         COIMBATORE,         TAMIL NADU                           ",krishnavenip@kghospital.com,9842266630,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M5,S9,S14,S13,S5,S4,S3,S2,S1                                                              ",                                                             NA    
0,1301 ,"Om Sakthi Hospital,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  OM SAKTHI HOSPITAL NO:4, SENGODIPURAM, DHARMAPURI,         DHARMAPURI,         TAMIL NADU                           ",omsakthihospital@gmail.com,9366611583,"                                                                            M1,M2,S8,M7,S10,S11,S9,S7,S5,S4,S1                                                              ",                                                             NA    
1,1302 ,"Udayam Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  33-A/1,ATHANI ROAD,SATHYAMANGALAM,ERODE.DT,         ERODE,         TAMIL NADU                           ",drkudayakumar@gmail.com,9443020634,                                                                            S2                                                              ,                                                             NA    
2,1303 ,"Kongunad Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  116,117, 11th street, tatabad, coimbatore,         COIMBATORE,         TAMIL NADU                           ",kongunad@gmail.com,9944412222,"                                                                            M1,S7,S12,M2,S10,S11,M6,M5,S15,S8,S9,S14,S5,S4,S1                                                              ",                                                             NA    
3,1304 ,"KGR Surgical Nursing Home,Erode TN.",                            Private (For Profit)                                              ,"                  9, KOTTANAKARA STREET, ATHANI ROAD,         ERODE,         TAMIL NADU                           ",rangasurgery@yahoo.com,9443320587,"                                                                            M1,M2,S8,M7,S10,S11,M5,S9,S7,S5,S4,S1                                                              ",                                                             NA    
4,1305 ,"Bharani Paventhan Multispeciality Hosp,Erode TN.",                            Private (For Profit)                                              ,"                  74, sampath nagar, (Opp.) District Court, Erode,         ERODE,         TAMIL NADU                           ",bharanihospital.erode@gmail.com,9842399798,                                                                            S5                                                              ,                                                             NA    
5,1306 ,"Alamelu Balaji Hospital,Tirupur TN.",                            Private (For Profit)                                              ,"                  No.23, Shri Vidhya Nagar, 3rd Street, College Road, Tirupur-641603,         TIRUPPUR,         TAMIL NADU                           ",alamelubalajihospital@gmail.com,9894779909,"                                                                            M1,M2,S8,M7,S10,S11,S7,S14,S4,S1                                                              ",                                                             NA    
6,1307 ,"KV Hospital,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  107, bye pass road,         DHARMAPURI,         TAMIL NADU                           ",mohansen2012@yahoo.com,9952100998,"                                                                            M1,S7,M7,S5,S4,S1                                                              ",                                                             NA    
7,1308 ,"KM Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  110/14,PALAKKAD ROAD, POLLACHI-1,         COIMBATORE,         TAMIL NADU                           ",drralli@yahoo.com,9976857673,"                                                                            M1,M7,M5                                                              ",                                                             NA    
8,1309 ,"Ram Polyclinic,Coimbatore TN.",                            Private (For Profit)                                              ,"                  NO 146/2A NEW SCHEME ROAD POLLACHI,         COIMBATORE,         TAMIL NADU                           ",kumar@rampolyclinic.com,9443209596,"                                                                            M1,M2,S8,S12,M7,S10,S11,M5,S15,S9,S7,S14,S5,S4,S3,S2,S1                                                              ",                                                             NA    
9,1310 ,"Aravind Eye Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  OPP TO PSG ARTS & SCIENCE COLLEGE, CIVIL AERODROME POST , AVINASHI ROAD,,         COIMBATORE,         TAMIL NADU                           ",arathanaortho@gmail.com,9443357891,                                                                            S3                                                              ,                                                             NA    
0,1311 ,"Deepam Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  2/1 GANAPATHY NAGAR, CUDDALORE MAIN ROAD, BELUR PIRIVU ROAD, VAZHAPADY(PO) & (TK),         SALEM,         TAMIL NADU                           ",deepamhosvpy@gmail.com,9787704400,"                                                                            M1,M2,S8,M7,S10,S11,M5,S15,S9,S7,S5,S4,S1                                                              ",                                                             NA    
1,1312 ,"Arthy Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  52, NANJUNDAPURAM ROAD, RAMANATHAPURAM, COIMBATORE-641045,         COIMBATORE,         TAMIL NADU                           ",arthy.hospital.cbe@gmail.com,9943620403,"                                                                            M1,S7,S12,M7                                                              ",                                                             NA    
2,1313 ,"SKS Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  23 SKS HOSPITAL ROAD, ALAGAPURAM, SALEM -4,         SALEM,         TAMIL NADU                           ",accounts@sksh.org,9787703459,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M5,S15,S9,S14,S13,S5,S4,S3,S1                                                              ",                                                             NA    
3,1314 ,"Deepa Hospital,Tirupur TN.",                            Private (For Profit)                                              ,"                  55,STANES 2ND STREET AVINASI ROAD TIRUPUR,         TIRUPPUR,         TAMIL NADU                           ",deepahospitaltirupur@gmail.com,9443292767,"                                                                            S12,M1,M7,S10,S11,M5,S15,S8,S9,S7,S5,S4,S2,S1                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
4,1315 ,"Sri Gokulam Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  UNIT I 3/60, MEYYANUR ROAD, SALEM-636004 UNIT II 202,BANGALORE BYE PASS ROAD, SALEM-636004,         SALEM,         TAMIL NADU                           ",admin@srigokulamhospital.com,9443730790,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M5,S15,S9,S14,S13,S5,S2,S1                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
5,1316 ,"Dr. Suraksha Speciality Medical Centr,Salem TN.",                            Private (For Profit)                                              ,"                  148, CHERRY ROAD, MULLUVADI GATE, SALEM,         SALEM,         TAMIL NADU                           ",mdsurakksha@gmail.com,7373040678,"                                                                            S12,M1,M7,S10,S11,M5,S8,S9,S7,S14,S5,S4                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
6,1317 ,"Kurinji Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  Dr.Teejay Salai Five Roads Opp Chenneys gateway,         SALEM,         TAMIL NADU                           ",kmc.idp@gmail.com,9443244774,"                                                                            M1,M2,S8,S7,S12,M7,S10,S11,S15,S9,S14,S13,S5,S4,S1                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
7,1318 ,"PGR Hospital,Erode TN.",                            Private (For Profit)                                              ,"                  2/599, MAIN ROAD, BHAVANI,         ERODE,         TAMIL NADU                           ",pgrillam@gmail.com,9791305050,"                                                                            M1,M7,S7,S5,S4,S1                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
8,1319 ,"Acchutha Eye Care,Erode TN.",                            Private (For Profit)                                              ,"                  H-3, EVN Road,Periyar Nagar, Near Surampatty Naal Road,,         ERODE,         TAMIL NADU                           ",acchuthaeyecare@gmail.com,9940455322,                                                                            S3                                                              ,"                                                             S6,M1,M7,M2,S7,S8    "
9,1320 ,"Senthil Multi Speciality Hospital,ErodeTN.",                            Private (For Profit)                                              ,"                  547, Perundurai Road, Erode - 638011. Tamil Nadu,         ERODE,         TAMIL NADU                           ",hrsms_erode@yahoo.com,9443074444,"                                                                            M1,M2,S8,S7,M7,S9,S5,S4,S1                                                              ","                                                             S6,M1,M7,M2,S7,S8    "
0,1321 ,"Ashwin Polyclinic,Coimbatore TN.",                            Private (For Profit)                                              ,"                  No.1, Alamu Nagar, Sathy Main Road, Gandhipuram, Coimbatore,         COIMBATORE,         TAMIL NADU                           ",ashwinhospitalcbe@airtelmail.in,9787730400,"                                                                            S2,S1,M1,M2,S8,S7,S12,M3,M7,S10,S11,M6,M5,S15,S9,S14,S5,S4                                                              ",                                                             NA    
1,1322 ,"VGM Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  NO.2100,TRICHY ROAD,RAJALAKSHMI MILLS STOP,COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",drvgm@rediffmail.com,7373032717,"                                                                            M5,S1                                                              ",                                                             NA    
2,1323 ,"PSG Hospitals,Coimbatore TN.",                            Private (For Profit)                                              ,"                  AVINASHI ROAD, PEELAMEDU, COIMBATORE-641004,         COIMBATORE,         TAMIL NADU                           ",cmscheme.psghospitals@yahoo.in,9442577641,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M6,M5,S15,S9,S14,S13,S5,S4,S3,S2,S1                                                              ",                                                             NA    
3,1324 ,"Sri Ramakrishna Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  395,SAROJINI NAIDU ROAD,COIMBATORE-641044,         COIMBATORE,         TAMIL NADU                           ",varatharajuvvv@gmail.com,9994412152,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M6,M5,S15,S9,S14,S13,S5,S4,S2,S1                                                              ",                                                             NA    
4,1325 ,"Ganga Medical Center and Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  NO.313, METTUPALAYAM ROAD, COIMBATORE, TAMIL NADU 641 043,         COIMBATORE,         TAMIL NADU                           ",gmchaccounts@gmail.com,9943673613,"                                                                            S10,S11,S8,S9,S5                                                              ",                                                             NA    
5,1326 ,"Kovai Medical Center and Hospital,Coimbatore TN.",                            Private (For Profit)                                              ,"                  POST BOX.3209, AVINASHI ROAD, COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",tncminsurance@kmchhospitals.com,9894245451,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,M6,M5,S15,S9,S14,S13,S5,S4,S3,S2,S1                                                              ",                                                             NA    
6,1327 ,"G.Kuppuswamy Naidu Memorial Hosp,Coimbatore TN.",                            Private (For Profit)                                              ,"                  POST BOX NO:6327, NETHAJI ROAD, PAPPANAICKENPALAYAM, COIMBATORE-641037,         COIMBATORE,         TAMIL NADU                           ",insurance@gknmh.org,9600866692,"                                                                            S12,M6,M5,S13                                                              ",                                                             NA    
7,1328 ,"Dr. Agarwals Eye Hospital,Vellore TN.",                            Private (For Profit)                                              ,"                  18,TAJ TOWERS,OFFICERS LINE,VELLORE-632001,         VELLORE,         TAMIL NADU                           ",pawanks@healthsprint.net,9444366550,                                                                            S3                                                              ,                                                             NA    
8,1329 ,"Usha Nursing Home,Vellore TN.",                            Private (For Profit)                                              ,"                  85 filterbed road,         VELLORE,         TAMIL NADU                           ",pawanks@healthsprint.net,9442224878,                                                                            S7                                                              ,                                                             NA    
9,1330 ,"Sri Narayani Hospital and Res Ctr,Vellore TN.",                            Private (For Profit)                                              ,"                  Sri Narayani Hospital&Reserach Center Thirumalikodi,Sripuram,Vellore-55,         VELLORE,         TAMIL NADU                           ",pawanks@healthsprint.net,9003916841,"                                                                            M1,M2,S8,S7,S12,M7,M5,S15,S9,S14,S13,S5,S4,S3,S2,S1                                                              ",                                                             NA    
0,1331 ,"Scudder Hospital,Vellore TN.",                            Private (For Profit)                                              ,"                  KELLYS ROAD SMH COMPOUND,RANIPET,         VELLORE,         TAMIL NADU                           ",pawanks@healthsprint.net,9715573768,"                                                                            M1,S7,M7,S10,S11,S5,S4,S1                                                              ",                                                             NA    
1,1332 ,"DNV Polyclinic,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  NO.7,RAJAGOPAL GOUNDER STREET DHARMAPURI - 636 701,         DHARMAPURI,         TAMIL NADU                           ",dvmanimaran@gmail.com,9443365081,"                                                                            M2,M1,M7,S7,S14,S5,S4,S1                                                              ",                                                             NA    
2,1333 ,"Dharan Hospital,Salem TN.",                            Private (For Profit)                                              ,"                  No:14 Seelanickan patty Bye_pass,         SALEM,         TAMIL NADU                           ",dharanhospital@gmail.com,9047089990,"                                                                            M1,S7,S12,M7,S10,S11,M5,S15,S8,S9,S14,S5,S4,S2,S1                                                              ",                                                             NA    
3,1334 ,"Thangam Hospital,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  76/41C, SALEM MAIN ROAD, BHARATHIPURAM,         DHARMAPURI,         TAMIL NADU                           ",thangamhospitaldpi@gmail.com,9715199993,"                                                                            M1,M7,S7,S4,S1                                                              ",                                                             NA    
4,1335 ,"INDIRA NURSING HOME, VELLORE TN.",                            Private (For Profit)                                              ,"                  NO:452,454, MAIN BAZAAR ROAD, SAIDAPET,         VELLORE,         TAMIL NADU                           ",ayyasamy@ttkhealthcareservices.com,9842342525,"                                                                            M1,S7,M3,M7,S10,S11,M5,S8,S9,S14,S5,S4,S1                                                              ",                                                             NA    
5,1336 ,"Rishi Nethralaya,Near Arts College,Salem TN.",                            Private (For Profit)                                              ,"                  83,Cherry Road, Near Govt. Arts COllege, Kumarasamypatty,Salem-636007,         SALEM,         TAMIL NADU                           ",rishieye@gmail.com,9629798940,                                                                            S3                                                              ,                                                             NA    
6,1337 ,"Arathana Ortho Centre Pollachi,Coimbatore TN.",                            Private (For Profit)                                              ,"                  120, COIMBATORE MAIN ROAD OPP. N.M. PETROL BUNK NEAR HONDA SHOW ROOM POLLACHI,         COIMBATORE,         TAMIL NADU                           ",arathanaortho@gmail.com,9944162113,                                                                            S5                                                              ,                                                             NA    
7,1338 ,"Saravana Hospital,Ammapet,Salem TN.",                            Private (For Profit)                                              ,"                  14.Thillai Nagar, 1st Cross,         SALEM,         TAMIL NADU                           ",saravanahospital@gmail.com,9585500116,"                                                                            M1,M2,S8,S12,M7,S5,S4,S3,S2,S1                                                              ",                                                             NA    
8,1339 ,"Sri Bala Medical Ctr Ramanathapuram,Coimbatore TN.",                            Private (For Profit)                                              ,"                  901, TRICHY ROAD, RAMANATHAPURAM COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",sribalahospital@yahoo.in,9942824624,"                                                                            M1,M2,S8,S7,S12,M7,M5,S15,S5,S4,S2,S1                                                              ",                                                             NA    
9,1340 ,"Kamalam Hospital,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  248/53-M,NETHJI BYE PASS ROAD KAMALAM HOSPITAL,         DHARMAPURI,         TAMIL NADU                           ",kamalamnursinghome@gmail.com,9865307744,"                                                                            M1,S7,M7,M5                                                              ",                                                             NA    
0,1341 ,"K.S.Hospital,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  7/1,c.k.Srinivasarao street,Dharmapuri,         DHARMAPURI,         TAMIL NADU                           ",kshospitaldpi@gmail.com,9842760418,"                                                                            M1,M7,S7,S5,S4,S1                                                              ",                                                             NA    
1,1342 ,"Kalpana Medical Ctr Kavundampalayam,Coimbatore TN.",                            Private (For Profit)                                              ,"                  460/3/B-2 METTUPALAYAM ROAD, KAVUNDAMPALAYAM. OPP TO NITHYA ENCLAVE, COIMBATORE-641030,         COIMBATORE,         TAMIL NADU                           ",accountskmc@yahoo.in,9095909090,"                                                                            M1,M2,S8,M7,S10,S11,S9,S7,S5,S4                                                              ",                                                             NA    
2,1343 ,"Vasan Eye Care,Dharmapuri TN.",                            Private (For Profit)                                              ,"                  1.P.R.SUNDARAM STREET,DHARMAPURI-636701.,         DHARMAPURI,         TAMIL NADU                           ",dharmapuritpa.vasan@gmail.com,9585548920,                                                                            S3                                                              ,                                                             NA    
3,1344 ,"Lotus Eye Care Civil Aerodrome Post,Coimbatore TN.",                            Private (For Profit)                                              ,"                  SF NO 770/12,AVINASHI RAOD,CIVIL AERODROME POST,         COIMBATORE,         TAMIL NADU                           ",insurancelotus@gmail.com,9944972824,                                                                            S3                                                              ,                                                             NA    
4,1345 ,"Ponni Hospital,Palladum,Tirupur TN.",                            Private (For Profit)                                              ,"                  ponni hospital #42-1,chettipalayam road,         TIRUPPUR,         TAMIL NADU                           ",ponnihospitalpalladam@gmail.com,9600978005,"                                                                            M1,M7,S7,S4,S1                                                              ",                                                             NA    
5,1346 ,"Coimbatore Bone and Joint Foundation Pvt Ltd,TN.",                            Private (For Profit)                                              ,"                  1091, Mettupalayam Road, North Coimbatore bus stop,         COIMBATORE,         TAMIL NADU                           ",cbjresearch@gmail.com,9788060000,                                                                            S5                                                              ,                                                             NA    
6,1347 ,"Priya Orthopaedic Center,Tirupur,Tirupur TN.",                            Private (For Profit)                                              ,"                  24, Andal Srinivasan layout,         TIRUPPUR,         TAMIL NADU                           ",sundarortho@gmail.com,9843129464,                                                                            S5                                                              ,                                                             NA    
7,1348 ,"Alwa Hospital,Coimbatore,TN.",                            Private (For Profit)                                              ,"                  74-A/2,Meenkarai Road, Ambarampalayam-64210,         COIMBATORE,         TAMIL NADU                           ",alvahospital2018@gmail.com,7373053303,"                                                                            M1,M2,S8,S12,M7,S10,S11,M5,S15,S9,S7,S14,S5,S4,S3,S2,S1                                                              ","                                                             S16,M1,M7,M2,M3,S7,S6    "
8,1349 ,"Kamala Hospital Agraharam,Salem TN.",                            Private (For Profit)                                              ,"                  256 SREE KRISHNA COMPLEX, 2ND AGRAHARAM, SALEM,         SALEM,         TAMIL NADU                           ",kamala_hospital@yahoo.com,9842711234,"                                                                            M1,M2,S8,S7,S12,M3,M7,S10,S11,S15,S9,S5,S4,S3,S2,S1                                                              ","                                                             S16,M1,M7,M2,M3,S7,S6    "
9,1350 ,"Lavanya Hospital,Udumalpet,Tirupur TN.",                            Private (For Profit)                                              ,"                  Lavanya Hospital, 2 Ramasamy Street, Udumalpet, Thirupur Dt,         TIRUPPUR,         TAMIL NADU                           ",lavanyahospital@gmail.com,9443565914,"                                                                            M1,S7,M7,S14,S4,S1                                                              ","                                                             S16,M1,M7,M2,M3,S7,S6    "
0,1351 ,"The Eye Foundation,RV road,Tirupur TN.",                            Private (For Profit)                                              ,"                  14/22,HARVEY ROAD TIRUPUR,         TIRUPPUR,         TAMIL NADU                           ",tirupur@theeyefoundation.com,9786779379,                                                                            S3                                                              ,                                                             NA    
1,1352 ,"Karthik Media Centre Edappadi,Salem TN.",                            Private (For Profit)                                              ,"                  5/148A,chinnanatchiyur,Veerappampalaiyam,Idappadi,,         SALEM,         TAMIL NADU                           ",kmc.idp@gmail.com,8883990200,"                                                                            M1,M7,S10,S11,M5,S15,S8,S9,S7,S5,S4,S1                                                              ",                                                             NA    
2,1353 ,"L.G Medical Centre,Kangeyam Road,Tirupur TN.",                            Private (For Profit)                                              ,"                  185/10, kangayam road , nallur, Tirupur.,         TIRUPPUR,         TAMIL NADU                           ",drrkgopalakrishnan@gmail.com,9843082692,"                                                                            M5,S15,S8,S9,S7,S5,S4,S2,S1,M1,M2,S10,S11                                                              ",                                                             NA    
3,1354 ,"SISU Hospital India Pvt Ld Kandapatti,Salem TN.",                            Private (For Profit)                                              ,"                  3/303,Kandhampatty bye pass,Salem 636 005.,         SALEM,         TAMIL NADU                           ",salemstarsisu@gmail.com,9842745045,"                                                                            M3,S4,S1                                                              ",                                                             NA    
4,1355 ,"Nathan Super Speciaty Hospt Holy Flr Sch,Salem TN.",                            Private (For Profit)                                              ,"                  ADVAITHA ASHRAMAM ROAD,OPP NEW BUS STAND, SALEM,         SALEM,         TAMIL NADU                           ",nathanorthocare@gamil.com,9894276633,"                                                                            M1,M2,S8,S7,M7,S10,S11,S9,S5,S4,S1                                                              ","                                                             S6,M1,M7    "
5,1356 ,"Kiruba Hospital Rajaji Road,Salem TN.",                            Private (For Profit)                                              ,"                  RAJAJI ROAD, SALEM - 636007,         SALEM,         TAMIL NADU                           ",kirubahospital@gmail.com,9843022961,"                                                                            M1,M2,S8,S12,M7,S10,S11,M6,M5,S15,S9,S7,S13,S5,S4,S2,S1                                                              ","                                                             S6,M1,M7    "
6,1357 ,"Sri Shellappa Hospital Rajaram Nagar,Salem TN.",                            Private (For Profit)                                              ,"                  239, Rajaram nagar, Near gandhi stadium, Salem,         SALEM,         TAMIL NADU                           ",shrishellaphahospital@gmail.com,9894264333,"                                                                            M1,M2,S8,S7,S12,M7,S10,S11,M5,S15,S9,S14,S13,S5,S4,S1                                                              ","                                                             S6,M1,M7    "
7,1358 ,"Shanmuga Hospt Cancer Ins Saradha Cll Rd,Salem TN.",                            Private (For Profit)                                              ,"                  SHANMUGA HOSPITAL & SALEM CANCER INSTITUTE 24, SARADHA COLLEGE ROAD, SALEM - 636 007,         SALEM,         TAMIL NADU                           ",shanmugahosp@gmail.com,8754004099,"                                                                            M1,S7,S12,M3,M2,M7,S10,S11,M6,M5,S15,S8,S9,S14,S5,S4,S1                                                              ","                                                             S2,M2,M3,S12,M1,S7,S8,S1,S4,S5,S14,S9,S15,M5,M6,S10,S11,M7    "
8,1359 ,"Erode Cancer Center,Erode TN.",                            Private (For Profit)                                              ,"                  1/393, VELAVAN NAGAR, PERUNDURAI ROAD, THINDAL, ERODE-638012, Tamilnadu.,         ERODE,         TAMIL NADU                           ",erodecancercentre@gmail.com,9842822443,"                                                                            M6,M5,S15                                                              ","                                                             S2,M2,M3,S12,M1,S7,S8,S1,S4,S5,S14,S9,S15,M5,M6,S10,S11,M7    "
